order,kr_filename,kr_url,bytes,role,has_korean_text,kr_text_content,en_filename,en_alt_text,en_text_content,action
1,MUUVE_____00.jpg,https://cdn.shopify.com/s/files/1/0865/4408/9378/files/MUUVE_____00.jpg,73235,gallery,,,,,,
2,MUUVE_____00_38ec3062-1bad-41fd-8fa1-61325b251294.jpg,https://cdn.shopify.com/s/files/1/0865/4408/9378/files/MUUVE_____00_38ec3062-1bad-41fd-8fa1-61325b251294.jpg,60226,gallery,,,,,,
3,MUUVE_____00_a210f934-00f6-4826-a3e0-5cba3892e6c1.jpg,https://cdn.shopify.com/s/files/1/0865/4408/9378/files/MUUVE_____00_a210f934-00f6-4826-a3e0-5cba3892e6c1.jpg,72286,gallery,,,,,,
4,MUUVE_____00_d3f65225-6970-4a3d-b07e-8f072bf3d9ae.jpg,https://cdn.shopify.com/s/files/1/0865/4408/9378/files/MUUVE_____00_d3f65225-6970-4a3d-b07e-8f072bf3d9ae.jpg,59033,gallery,,,,,,
5,img_sculture_520x500_520x500_520x500_d5d93cc9-0595-4e2e-9c70-8b506a332d5d-1776651798.jpg,https://kr.sidiz.com/cdn/shop/articles/img_sculture_520x500_520x500_520x500_d5d93cc9-0595-4e2e-9c70-8b506a332d5d-1776651798.jpg,26890,detail,,,,,,
6,AI_MUUVE_01.png,https://kr.sidiz.com/cdn/shop/files/AI_MUUVE_01.png,3372953,detail,,,,,,
7,AI_MUUVE_04.png,https://kr.sidiz.com/cdn/shop/files/AI_MUUVE_04.png,6987753,detail,,,,,,
8,AI_MUUVE_10.png,https://kr.sidiz.com/cdn/shop/files/AI_MUUVE_10.png,5141760,detail,,,,,,
9,AI_MUUVE___02.png,https://kr.sidiz.com/cdn/shop/files/AI_MUUVE___02.png,8379098,detail,,,,,,
10,Head_24a9ec81-d8c3-470e-9d2c-b9dc238e6413.jpg,https://kr.sidiz.com/cdn/shop/files/Head_24a9ec81-d8c3-470e-9d2c-b9dc238e6413.jpg,424051,detail,,,,,,
11,Img_1_1_6b9dded8-667e-48c8-ad61-990f1561602b.jpg,https://kr.sidiz.com/cdn/shop/files/Img_1_1_6b9dded8-667e-48c8-ad61-990f1561602b.jpg,215563,detail,,,,,,
