order,kr_filename,kr_url,bytes,role,has_korean_text,kr_text_content,en_filename,en_alt_text,en_text_content,action
22,thum_EGA_TN603FEPG_457L_00.jpg,https://cdn.shopify.com/s/files/1/0865/4408/9378/files/thum_EGA_TN603FEPG_457L_00.jpg,94877,gallery,,,,,,
23,thum_EGA_TN603FEPG_458D_00.jpg,https://cdn.shopify.com/s/files/1/0865/4408/9378/files/thum_EGA_TN603FEPG_458D_00.jpg,93532,gallery,,,,,,
24,thum_EGA_TN603FEPG_A490L_00.jpg,https://cdn.shopify.com/s/files/1/0865/4408/9378/files/thum_EGA_TN603FEPG_A490L_00.jpg,67457,gallery,,,,,,
25,thum_EGA_TN603FEPY_451M_00.jpg,https://cdn.shopify.com/s/files/1/0865/4408/9378/files/thum_EGA_TN603FEPY_451M_00.jpg,92738,gallery,,,,,,
26,thum_EGA_TN603FEPY_452N_00.jpg,https://cdn.shopify.com/s/files/1/0865/4408/9378/files/thum_EGA_TN603FEPY_452N_00.jpg,93741,gallery,,,,,,
27,thum_EGA_TN603FEPY_452N_00_ac93b94c-7e71-4805-a35b-944df78481ae.jpg,https://cdn.shopify.com/s/files/1/0865/4408/9378/files/thum_EGA_TN603FEPY_452N_00_ac93b94c-7e71-4805-a35b-944df78481ae.jpg,93741,gallery,,,,,,
28,thum_EGA_TN603FEPY_457L_00.jpg,https://cdn.shopify.com/s/files/1/0865/4408/9378/files/thum_EGA_TN603FEPY_457L_00.jpg,98120,gallery,,,,,,
29,thum_EGA_TN603FEPY_458D_00.jpg,https://cdn.shopify.com/s/files/1/0865/4408/9378/files/thum_EGA_TN603FEPY_458D_00.jpg,97550,gallery,,,,,,
30,thum_EGA_TN603FEPY_A490L_00.jpg,https://cdn.shopify.com/s/files/1/0865/4408/9378/files/thum_EGA_TN603FEPY_A490L_00.jpg,70579,gallery,,,,,,
31,img_sculture__2_520x500_37287ab5-8d60-4e04-9be1-9491d0d6d2ae-1776651799.jpg,https://kr.sidiz.com/cdn/shop/articles/img_sculture__2_520x500_37287ab5-8d60-4e04-9be1-9491d0d6d2ae-1776651799.jpg,20733,detail,,,,,,
32,EGA_01-1.jpg,https://kr.sidiz.com/cdn/shop/files/EGA_01-1.jpg,89384,detail,,,,,,
33,EGA_01-3.jpg,https://kr.sidiz.com/cdn/shop/files/EGA_01-3.jpg,152470,detail,,,,,,
34,EGA_01-4.jpg,https://kr.sidiz.com/cdn/shop/files/EGA_01-4.jpg,87370,detail,,,,,,
35,EGA_01_4e88779a-a06a-4ef6-986a-c73422b276a1.jpg,https://kr.sidiz.com/cdn/shop/files/EGA_01_4e88779a-a06a-4ef6-986a-c73422b276a1.jpg,273386,detail,,,,,,
36,EGA_1.jpg,https://kr.sidiz.com/cdn/shop/files/EGA_1.jpg,184556,detail,,,,,,
37,EGA_DAILY_01.jpg,https://kr.sidiz.com/cdn/shop/files/EGA_DAILY_01.jpg,43168,detail,,,,,,
38,EGA_DAILY_02.jpg,https://kr.sidiz.com/cdn/shop/files/EGA_DAILY_02.jpg,41513,detail,,,,,,
39,EGA_Head.jpg,https://kr.sidiz.com/cdn/shop/files/EGA_Head.jpg,619927,detail,,,,,,
40,EGA_Head_M-0.jpg,https://kr.sidiz.com/cdn/shop/files/EGA_Head_M-0.jpg,448146,detail,,,,,,
41,EGA_Option1-1.jpg,https://kr.sidiz.com/cdn/shop/files/EGA_Option1-1.jpg,18281,detail,,,,,,
42,EGA_Option1.jpg,https://kr.sidiz.com/cdn/shop/files/EGA_Option1.jpg,10982,detail,,,,,,
43,EGA_Option2-1.jpg,https://kr.sidiz.com/cdn/shop/files/EGA_Option2-1.jpg,19847,detail,,,,,,
44,EGA_Option2.jpg,https://kr.sidiz.com/cdn/shop/files/EGA_Option2.jpg,12524,detail,,,,,,
