order,kr_filename,kr_url,bytes,role,has_korean_text,kr_text_content,en_filename,en_alt_text,en_text_content,action
81,thum_FUNGUS_7SON_02_68cf36b5-19e3-4d3f-97b7-670154505e00.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_7SON_02_68cf36b5-19e3-4d3f-97b7-670154505e00.jpg,118327,detail,,,,,,
82,thum_FUNGUS_7SON_02_c902814c-d7a4-4c39-b95a-e6f16c8983b2.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_7SON_02_c902814c-d7a4-4c39-b95a-e6f16c8983b2.jpg,182048,detail,,,,,,
83,thum_FUNGUS_M130Y_454_00_7fcf680b-8f48-4135-aaf2-6e2d3378fa72.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_M130Y_454_00_7fcf680b-8f48-4135-aaf2-6e2d3378fa72.jpg,38423,detail,,,,,,
84,thum_FUNGUS_M130Y_454_01_020e04c9-77a2-41ec-bfc9-d9a58c139a27.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_M130Y_454_01_020e04c9-77a2-41ec-bfc9-d9a58c139a27.jpg,41393,detail,,,,,,
85,thum_FUNGUS_M130Y_456_00_ed7ec138-14c0-4131-8e68-ab07b7510248.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_M130Y_456_00_ed7ec138-14c0-4131-8e68-ab07b7510248.jpg,36852,detail,,,,,,
86,thum_FUNGUS_M130Y_456_00_f40d6610-2951-4a50-8a9e-c8a59f2b7720.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_M130Y_456_00_f40d6610-2951-4a50-8a9e-c8a59f2b7720.jpg,34000,detail,,,,,,
87,thum_FUNGUS_M130Y_456_01_8ac507fb-60a9-41ba-a18d-a779e6bd85f6.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_M130Y_456_01_8ac507fb-60a9-41ba-a18d-a779e6bd85f6.jpg,36082,detail,,,,,,
88,thum_FUNGUS_M130Y_458_00_5d07ae31-6f31-4b35-be75-7829806fb468.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_M130Y_458_00_5d07ae31-6f31-4b35-be75-7829806fb468.jpg,31898,detail,,,,,,
89,thum_FUNGUS_M130Y_458_00_832aeb90-9f1f-4339-b41e-be2efc9ea6de.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_M130Y_458_00_832aeb90-9f1f-4339-b41e-be2efc9ea6de.jpg,36093,detail,,,,,,
90,thum_FUNGUS_M130Y_458_01_0ed2e3d3-69ca-472f-8eb4-f44171303b7a.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_M130Y_458_01_0ed2e3d3-69ca-472f-8eb4-f44171303b7a.jpg,39782,detail,,,,,,
91,thum_FUNGUS_M130_454_00_acd68f3f-2563-4ad1-8018-ca7d0a102264.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_M130_454_00_acd68f3f-2563-4ad1-8018-ca7d0a102264.jpg,38415,detail,,,,,,
92,thum_FUNGUS_M130_454_01_90defa38-66dc-41d6-ac47-8e2e04f85e0a.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_M130_454_01_90defa38-66dc-41d6-ac47-8e2e04f85e0a.jpg,41393,detail,,,,,,
93,thum_FUNGUS_M130_456_00_3963bb03-faa1-4b78-9b76-5328a1b4093a.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_M130_456_00_3963bb03-faa1-4b78-9b76-5328a1b4093a.jpg,36852,detail,,,,,,
94,thum_FUNGUS_M130_456_00_fb538fbf-e4dc-47ba-8063-c99947dea345.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_M130_456_00_fb538fbf-e4dc-47ba-8063-c99947dea345.jpg,34000,detail,,,,,,
95,thum_FUNGUS_M130_456_01_20046597-1038-4475-9a94-fd14732a5eac.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_M130_456_01_20046597-1038-4475-9a94-fd14732a5eac.jpg,36086,detail,,,,,,
96,thum_FUNGUS_M130_458_00_8f65569d-2a81-4b4a-bb1c-9e8069094bca.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_M130_458_00_8f65569d-2a81-4b4a-bb1c-9e8069094bca.jpg,31898,detail,,,,,,
97,thum_FUNGUS_M130_458_00_f6acda79-9ef4-48fa-8496-4e02fdd89686.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_M130_458_00_f6acda79-9ef4-48fa-8496-4e02fdd89686.jpg,36093,detail,,,,,,
98,thum_FUNGUS_M130_458_01_1f84fd6d-8e8a-4110-90ed-f9a8a7861ed4.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_M130_458_01_1f84fd6d-8e8a-4110-90ed-f9a8a7861ed4.jpg,39782,detail,,,,,,
